QuizTitle,QuestionText,EditorialDifficulty,Source
Queen Quiz: Before the Crown,Which producer recorded Smile's two Mercury Records tracks at Trident Studios?,very hard,data/queen_history_events.csv: AsItBeganBook / smile-record-two-tracks-at-trident-studios-with-producer-john-anthony-1969-06
Queen Quiz: Before the Crown,"Which all-night 1967 event put 1984 on a bill with Jimi Hendrix, Pink Floyd and Traffic?",very hard,data/queen_history_events.csv: AsItBeganBook / 1984-play-the-all-night-christmas-on-earth-event-at-olympia-on-a-bill-with-jimi-hendrix-pink-floyd-and-traffic-1967-12-23
Queen Quiz: Before the Crown,Where did Brian May's band 1984 win a talent contest in 1967?,very hard,data/queen_history_events.csv: AsItBeganBook / 1984-enter-and-win-a-talent-competition-at-the-top-rank-club-croydon-1967-09
Queen Quiz: Before the Crown,On what date did The Opposition play their first major gig at Enderby's Co-operative Hall?,very hard,data/queen_history_events.csv: AsItBeganBook / the-opposition-play-their-first-major-gig-supporting-the-rapids-rave-at-the-co-operative-hall-enderby-earning-2-1965-12-04
Queen Quiz: Before the Crown,What was Queen's first BBC Radio One programme in 1973?,hard,data/queen_history_events.csv: AsItBeganBook / trident-arranges-for-queen-to-record-a-session-for-bbc-radio-one-s-sounds-of-the-seventies-1973-02
Queen Quiz: Before the Crown,Which label first signed Queen for UK and European record releases?,hard,data/queen_history_events.csv: AsItBeganBook / queen-sign-their-first-recording-contract-with-emi-records-ltd-covering-the-uk-and-europe-1973-03
Queen Quiz: Before the Crown,What was the name of Roger Taylor's first childhood group?,hard,data/queen_history_events.csv: AsItBeganBook / aged-eight-roger-taylor-gets-his-first-ukulele-and-forms-his-first-band-the-bubblingover-boys-1957
Queen Quiz: Before the Crown,What makeshift band name did John Deacon use for a one-off college gig in 1970?,very hard,data/queen_history_events.csv: AsItBeganBook / john-plays-a-one-off-college-gig-under-the-makeshift-band-name-deacon-1970-11-21
Queen Quiz: Before the Crown,Which DJ broadcast Queen's 1973 BBC session with new versions of their early songs?,very hard,https://www.queenonline.com/news/queen-i-queen-remixed-remastered-and-expanded-out-now
Queen Quiz: Before the Crown,At which London club did Smile play a Mercury Records showcase supporting Kippington Lodge?,very hard,data/queen_history_events.csv: AsItBeganBook / smile-play-a-mercury-arranged-showcase-gig-at-the-marquee-club-supporting-kippington-lodge-featuring-nick-lowe-1969
Queen Quiz: Before the Crown,Which London college did Freddie attend before Ealing College of Art?,hard,data/queen_history_events.csv: AsItBeganBook / freddie-enrols-at-isleworth-polytechnic-to-study-for-an-a-level-in-art-1964-09
Queen Quiz: Breakthrough 1973–1976,Which photographer shot both the Queen II and Sheer Heart Attack covers?,very hard,https://www.queenonline.com/news/sheer-heart-attack50-years-on
Queen Quiz: Breakthrough 1973–1976,Which English city opened Queen's first major Mott the Hoople support tour?,very hard,data/queen_history_events.csv: AsItBeganBook / queen-begin-their-first-major-uk-tour-supporting-mott-the-hoople-opening-at-leeds-town-hall-1973-11-12
Queen Quiz: Breakthrough 1973–1976,Which London theatre hosted the finale of Queen's first headlining UK tour?,hard,data/queen_history_events.csv: AsItBeganBook / queen-play-what-was-meant-to-be-the-tour-s-final-date-at-london-s-rainbow-theatre-freddie-storms-off-mid-day-after-1974-03-31
Queen Quiz: Breakthrough 1973–1976,In which country outside the UK did Queen play one of their first overseas gigs in 1973?,hard,https://www.queenonline.com/live/1973
Queen Quiz: Breakthrough 1973–1976,Who became Queen's tour manager for their 1976 American tour?,hard,data/queen_history_events.csv: AsItBeganBook / queen-fly-to-new-york-to-begin-their-third-american-tour-with-new-tour-manager-gerry-stickells-1976-01-20
Queen Quiz: Breakthrough 1973–1976,Who became Queen's manager during the A Night at the Opera era?,hard,data/queen_history_events.csv: AsItBeganBook / queen-present-manager-john-reid-with-bohemian-rhapsody-he-is-incredulous-at-its-near-six-minute-length-but-the-1975-10
Queen Quiz: Breakthrough 1973–1976,Which two Queen album titles were also Marx Brothers film titles?,medium,https://www.queenonline.com/news/a-day-at-the-races-47-years-on
Queen Quiz: Breakthrough 1973–1976,Which song was paired with 'Killer Queen' on Queen's first double-A-side single?,hard,data/queen_history_events.csv: AsItBeganBook / emi-releases-queen-s-first-double-a-side-single-killer-queen-flick-of-the-wrist-reaching-number-two-on-the-1974-10-11
Queen Quiz: Breakthrough 1973–1976,Which British city opened Queen's late-1975 UK headline tour?,hard,data/queen_history_events.csv: AsItBeganBook / queen-s-uk-tour-opens-at-the-liverpool-empire-with-an-elaborate-new-stage-set-including-roger-s-giant-gong-1975-11-14
Queen Quiz: Breakthrough 1973–1976,Who engineered Queen's self-produced A Day at the Races?,hard,https://www.queenonline.com/news/a-day-at-the-races-47-years-on
Queen Quiz: Breakthrough 1973–1976,Which band was Queen supporting on their first US tour?,hard,https://www.queenonline.com/live/1974
Queen Quiz: Breakthrough 1973–1976,Which Queen album was the first the band produced by themselves?,hard,https://www.queenonline.com/news/a-day-at-the-races-47-years-on
Queen Quiz: Breakthrough 1973–1976,Which designer created some of Queen's 1974 stage costumes?,very hard,https://www.queenonline.com/live/1974
Queen Quiz: Breakthrough 1973–1976,At which London venue did Queen and Mott the Hoople play two shows in December 1973?,hard,data/queen_history_events.csv: AsItBeganBook / queen-and-mott-the-hoople-play-two-shows-at-hammersmith-odeon-matinee-and-evening-to-over-7-000-people-the-final-1973-12-14
Queen Quiz: Breakthrough 1973–1976,"At which Tokyo venue did Queen play to about 10,000 fans on their first Japan tour?",hard,data/queen_history_events.csv: AsItBeganBook / queen-play-the-budokan-in-tokyo-to-10-000-fans-the-crowd-surge-is-so-severe-freddie-stops-the-show-to-calm-the-audience-1975-04-19
Queen Quiz: Breakthrough 1973–1976,Which illness forced Brian May home from Queen's 1974 US tour?,hard,https://www.queenonline.com/live/1974
Queen Quiz: Breakthrough 1973–1976,What was John Deacon's first Queen single as sole songwriter?,hard,data/queen_history_events.csv: AsItBeganBook / emi-releases-you-re-my-best-friend-john-deacon-s-first-single-as-sole-writer-reaching-uk-number-7-1976-06-18
Queen Quiz: Breakthrough 1973–1976,On which holiday did Queen's televised 1975 Hammersmith Odeon show take place?,hard,https://www.queenonline.com/live/1975
Queen Quiz: Breakthrough 1973–1976,In which US city did Queen play their first American gig in April 1974?,very hard,data/queen_history_events.csv: AsItBeganBook / queen-play-their-first-ever-us-gig-at-regis-college-denver-1974-04-16
Queen Quiz: Breakthrough 1973–1976,What did the band apply before being sprayed with water for the Sheer Heart Attack cover?,very hard,https://www.queenonline.com/news/sheer-heart-attack50-years-on
Queen Quiz: Breakthrough 1973–1976,"What song appeared on the B-side of Queen's first UK single, 'Keep Yourself Alive'?",hard,data/queen_history_events.csv: AsItBeganBook / queen-s-debut-single-keep-yourself-alive-b-w-son-and-daughter-is-released-in-britain-1973-07-06
Queen Quiz: Breakthrough 1973–1976,Which band did Queen support on a 25-date UK tour in late 1973?,hard,https://www.queenonline.com/live/1973
Queen Quiz: Breakthrough 1973–1976,What threatened Queen's 1976 free Hyde Park concert?,hard,https://www.queenonline.com/live/1976
Queen Quiz: Breakthrough 1973–1976,What happened to Queen's equipment truck during their late-1974 European tour?,hard,https://www.queenonline.com/live/1974
Queen Quiz: Breakthrough 1973–1976,At which Australian festival did Queen appear early in 1974?,hard,https://www.queenonline.com/live/1974
Queen Quiz: Breakthrough 1973–1976,Which instrumental opened Queen's 1973 Golders Green Hippodrome concert?,hard,data/queen_history_events.csv: AsItBeganBook / queen-record-a-bbc-in-concert-session-at-the-golders-green-hippodrome-opening-with-the-taped-intro-procession-1973-09-13
Queen Quiz: Breakthrough 1973–1976,Which song became Queen's first UK singles-chart entry?,hard,data/queen_history_events.csv: AsItBeganBook / seven-seas-of-rhye-enters-the-uk-singles-chart-at-number-45-queen-s-first-ever-chart-entry-1974-03-05
Queen Quiz: Breakthrough 1973–1976,At which studios was the 'Bohemian Rhapsody' promotional film made?,very hard,data/queen_history_events.csv: AsItBeganBook / queen-film-the-bohemian-rhapsody-promotional-video-at-elstree-studios-in-about-four-hours-for-roughly-4-500-1975-11-10
Queen Quiz: Breakthrough 1973–1976,What was John Deacon's first composition released on a Queen album?,hard,https://www.queenonline.com/news/sheer-heart-attack50-years-on
Queen Quiz: Breakthrough 1973–1976,Which London venue hosted Queen's professionally filmed November 1974 shows?,hard,https://www.queenonline.com/news/watch-queen-the-greatest-the-landmark-gig-live-at-the-rainbow-episode-2
Queen Quiz: Breakthrough 1973–1976,What was unusual about the two sides of the original Queen II LP sleeve?,hard,data/queen_history_events.csv: AsItBeganBook / queen-ii-is-released-in-the-uk-marking-the-first-queen-sleeve-to-feature-a-black-side-and-a-white-side-instead-of-a-b-1974-03-08
Queen Quiz: Breakthrough 1973–1976,What was the ticket price cited by Queen's official site for their November 1974 Rainbow concert?,very hard,https://www.queenonline.com/news/watch-queen-the-greatest-the-landmark-gig-live-at-the-rainbow-episode-2
Queen Quiz: Breakthrough 1973–1976,Which illness led to Brian May's emergency operation during Sheer Heart Attack sessions?,hard,data/queen_history_events.csv: AsItBeganBook / brian-is-hospitalised-for-an-emergency-operation-for-a-duodenal-ulcer-forcing-cancellation-of-a-planned-september-1974-08
Queen Quiz: Breakthrough 1973–1976,Which studio was used for A Day at the Races alongside The Manor and Wessex?,hard,https://www.queenonline.com/news/a-day-at-the-races-47-years-on
Queen Quiz: Breakthrough 1973–1976,Roughly how long did Queen take to film the 'Bohemian Rhapsody' promotional video?,very hard,data/queen_history_events.csv: AsItBeganBook / queen-film-the-bohemian-rhapsody-promotional-video-at-elstree-studios-in-about-four-hours-for-roughly-4-500-1975-11-10
Queen Quiz: Breakthrough 1973–1976,Which country did Queen tour properly for the first time after Japan in 1976?,hard,https://www.queenonline.com/live/1976
Queen Quiz: Breakthrough 1973–1976,Which US record label sent an executive to Queen's 1973 Marquee showcase?,hard,https://www.queenonline.com/live/1973
Queen Quiz: Breakthrough 1973–1976,What winning horse did Queen all back at a racecourse after finishing A Day at the Races?,very hard,data/queen_history_events.csv: AsItBeganBook / recording-of-a-day-at-the-races-wraps-up-the-band-bet-on-and-all-back-the-same-winning-horse-lanzarote-at-a-1976-10
Queen Quiz: Breakthrough 1973–1976,Which guitarist lent studio time for Queen's first Top of the Pops backing track?,very hard,data/queen_history_events.csv: AsItBeganBook / queen-record-a-special-backing-track-for-top-of-the-pops-using-time-loaned-by-pete-townshend-ahead-of-a-last-minute-1974-02-20
Queen Quiz: Breakthrough 1973–1976,At which Welsh studio did Queen rehearse material for their third album in 1974?,hard,data/queen_history_events.csv: AsItBeganBook / the-band-rehearses-new-material-for-their-third-album-at-rockfield-studios-in-wales-brian-is-repeatedly-ill-1974-06
Queen Quiz: Breakthrough 1973–1976,For which Queen song did Freddie Mercury receive an Ivor Novello Award in 1975?,hard,data/queen_history_events.csv: AsItBeganBook / freddie-receives-an-ivor-novello-award-from-the-songwriters-guild-of-great-britain-for-killer-queen-1975-05-22
Queen Quiz: Breakthrough 1973–1976,"Which country gave Queen an airport welcome of more than 3,000 fans in 1975?",hard,https://www.queenonline.com/live/1975
Queen Quiz: Breakthrough 1973–1976,Which lawyer helped Queen negotiate an exit from their Trident agreements?,hard,data/queen_history_events.csv: AsItBeganBook / queen-instruct-lawyer-jim-beach-to-begin-negotiations-to-break-free-of-their-trident-contracts-1974-12
Queen Quiz: Breakthrough 1973–1976,How many November 1974 nights did Queen play at the Rainbow Theatre?,very hard,https://www.queenonline.com/news/watch-queen-the-greatest-the-landmark-gig-live-at-the-rainbow-episode-2
Queen Quiz: Breakthrough 1973–1976,Which song gave Queen their first Top of the Pops appearance in 1974?,hard,data/queen_history_events.csv: AsItBeganBook / queen-make-their-first-top-of-the-pops-appearance-performing-the-then-unreleased-seven-seas-of-rhye-1974-02-21
Queen Quiz: Breakthrough 1973–1976,How many 1976 Australian concerts does Queen's official live archive say sold out?,very hard,https://www.queenonline.com/live/1976
Queen Quiz: Breakthrough 1973–1976,Which act supported Queen on their second headlining UK tour in 1974?,very hard,https://www.queenonline.com/live/1974
Queen Quiz: Breakthrough 1973–1976,Which BBC presenter chose 'Keep Yourself Alive' for The Old Grey Whistle Test in 1973?,very hard,data/queen_history_events.csv: AsItBeganBook / keep-yourself-alive-airs-on-bbc-s-the-old-grey-whistle-test-after-producer-mike-appleton-picked-it-from-an-1973-07-24
Queen Quiz: Breakthrough 1973–1976,At which venue did the BBC record Queen's September 1973 In Concert session?,hard,data/queen_history_events.csv: AsItBeganBook / queen-record-a-bbc-in-concert-session-at-the-golders-green-hippodrome-opening-with-the-taped-intro-procession-1973-09-13
Queen Quiz: Breakthrough 1973–1976,"Who engineered Queen's third album, Sheer Heart Attack?",hard,https://www.queenonline.com/news/sheer-heart-attack50-years-on
Queen Quiz: World Stage 1977–1982,At which Birmingham venue did Queen's late-1979 Crazy Tour open?,hard,data/queen_history_events.csv: AsItBeganBook / queen-s-crazy-tour-of-britain-opens-at-birmingham-nec-drawing-a-record-indoor-attendance-of-14-000-1979-11-24
Queen Quiz: World Stage 1977–1982,Which album supplied new songs to Queen's late-1978 tour set?,hard,https://www.queenonline.com/live/1978
Queen Quiz: World Stage 1977–1982,Which science-fiction artist's robot appeared on the News of the World cover?,hard,data/queen_history_events.csv: AsItBeganBook / news-of-the-world-is-released-featuring-frank-kelly-freas-s-robot-artwork-on-the-cover-1977-10-28
Queen Quiz: World Stage 1977–1982,What was Roger Taylor's debut solo single?,hard,data/queen_history_events.csv: AsItBeganBook / roger-taylor-s-debut-solo-single-i-wanna-testify-is-released-he-played-all-the-instruments-and-funded-it-himself-1977-08-26
Queen Quiz: World Stage 1977–1982,Which Queen song was their final Elektra single in 1982?,hard,data/queen_history_events.csv: AsItBeganBook / elektra-records-releases-staying-power-as-queen-s-final-single-with-the-label-it-fails-to-chart-and-queen-s-1982-11-23
Queen Quiz: World Stage 1977–1982,What mode of transport did Queen use between US cities for the first time on their 1978 tour?,hard,https://www.queenonline.com/live/1978
Queen Quiz: World Stage 1977–1982,Which song brought Queen back to Top of the Pops in 1982 after a five-year gap?,hard,data/queen_history_events.csv: AsItBeganBook / queen-appear-on-top-of-the-pops-for-the-first-time-in-five-years-performing-las-palabras-de-amor-1982-06-10
Queen Quiz: World Stage 1977–1982,Which group supported Queen at many stops on their 1980 US tour?,hard,https://www.queenonline.com/live/1980
Queen Quiz: World Stage 1977–1982,Which two countries hosted Queen's first South American concerts in 1981?,hard,https://www.queenonline.com/live/1981
Queen Quiz: World Stage 1977–1982,What was the original title of the filmed 1981 Montreal concerts?,hard,data/queen_history_events.csv: AsItBeganBook / queen-play-two-special-concerts-in-montreal-filmed-in-70mm-for-what-became-the-we-will-rock-you-concert-film-the-1981-11-24
Queen Quiz: World Stage 1977–1982,Which city hosted Queen's lavish Jazz album launch party after a 1978 concert?,very hard,https://www.queenonline.com/live/1978
Queen Quiz: World Stage 1977–1982,In which German city did Queen begin their early-1979 European tour?,hard,data/queen_history_events.csv: AsItBeganBook / queen-fly-to-hamburg-to-begin-their-biggest-european-tour-yet-28-dates-1979-01-12
Queen Quiz: World Stage 1977–1982,What was the nickname of the moving-arm light rig introduced for The Game tour?,hard,https://www.queenonline.com/live/1980
Queen Quiz: World Stage 1977–1982,Which 1977 Queen record was the band's first EP?,hard,data/queen_history_events.csv: AsItBeganBook / emi-releases-queen-s-first-ever-ep-featuring-good-old-fashioned-lover-boy-death-on-two-legs-tenement-1977-05-20
Queen Quiz: World Stage 1977–1982,Which London venue hosted Queen's Boxing Day 1979 Kampuchea benefit performance?,hard,https://www.queenonline.com/live/1979
Queen Quiz: World Stage 1977–1982,Which Japanese arena hosted five consecutive Queen shows in February 1981?,hard,https://www.queenonline.com/live/1981
Queen Quiz: World Stage 1977–1982,Which album was Queen promoting on their 1982 European tour?,hard,https://www.queenonline.com/live/1982
Queen Quiz: World Stage 1977–1982,Which London arena hosted Queen's two filmed June 1977 shows?,hard,https://www.queenonline.com/live/1977
Queen Quiz: World Stage 1977–1982,Which Queen album drew on recordings from their 1979 European tour?,hard,https://www.queenonline.com/live/1979
Queen Quiz: World Stage 1977–1982,What was the name of Queen's massive 1977 lighting rig?,hard,https://www.queenonline.com/live/1977
Queen Quiz: World Stage 1977–1982,At which stadium were models filmed for Queen's 1978 'Bicycle Race' promotion?,very hard,data/queen_history_events.csv: AsItBeganBook / sixty-five-naked-models-are-filmed-racing-bicycles-at-wimbledon-stadium-for-the-bicycle-race-fat-bottomed-1978-09-17
Queen Quiz: World Stage 1977–1982,What was the nickname of Queen's late-1979 UK tour of smaller venues?,hard,https://www.queenonline.com/live/1979
Queen Quiz: World Stage 1977–1982,Which US city declared an official 'Queen Day' during the 1982 tour?,very hard,data/queen_history_events.csv: AsItBeganBook / the-city-of-boston-declares-an-official-queen-day-presenting-the-band-with-the-keys-to-the-city-1982-07-23
Queen Quiz: World Stage 1977–1982,Which Queen album was promoted by their 46-show 1980 US tour?,hard,https://www.queenonline.com/live/1980
Queen Quiz: World Stage 1977–1982,Which country did Queen revisit for a 15-date tour in April 1979?,hard,https://www.queenonline.com/live/1979
Queen Quiz: World Stage 1977–1982,Which two songs did Queen perform on Saturday Night Live in 1982?,hard,https://www.queenonline.com/live/1982
Queen Quiz: World Stage 1977–1982,"What inspired the title and cover imagery of Queen's Jazz album, according to the book timeline?",hard,data/queen_history_events.csv: AsItBeganBook / emi-releases-jazz-queen-s-seventh-album-with-its-title-and-cover-inspired-by-graffiti-roger-spotted-on-the-berlin-wall-1978-11-10
Queen Quiz: World Stage 1977–1982,Which group replaced Bow Wow Wow as support on Queen's 1982 European tour?,very hard,https://www.queenonline.com/live/1982
Queen Quiz: World Stage 1977–1982,What nickname did Queen give the new light rig on their 1978 North American tour?,hard,https://www.queenonline.com/live/1978
Queen Quiz: World Stage 1977–1982,Who replaced Morgan Fisher on keyboards for Queen's 1982 American and Japanese tour legs?,hard,https://www.queenonline.com/live/1982
Queen Quiz: World Stage 1977–1982,In which Oregon city did Queen's second US leg of 1977 begin?,very hard,https://www.queenonline.com/live/1977
Queen Quiz: World Stage 1977–1982,Which 1977 royal anniversary inspired the 'Queen Lizzy' tour nickname?,hard,https://www.queenonline.com/live/1977
Queen Quiz: World Stage 1977–1982,Which band supported Queen on most dates of the 1977 'Queen Lizzy' US tour?,hard,https://www.queenonline.com/live/1977
Queen Quiz: World Stage 1977–1982,Who became Queen's first auxiliary musician on stage during the 1982 tour?,hard,https://www.queenonline.com/live/1982
Queen Quiz: World Stage 1977–1982,Which singer supported Queen on their final American tour in 1982?,hard,https://www.queenonline.com/live/1982
Queen Quiz: World Stage 1977–1982,Which city greeted Queen with their own music over the airport PA in 1981?,hard,https://www.queenonline.com/live/1981
Queen Quiz: World Stage 1977–1982,Which song's 1977 promo used Queen fan-club members as an audience?,hard,https://www.queenonline.com/live/1977
Queen Quiz: World Stage 1977–1982,Which US label released Queen's final single under their old contract in 1982?,hard,data/queen_history_events.csv: AsItBeganBook / elektra-records-releases-staying-power-as-queen-s-final-single-with-the-label-it-fails-to-chart-and-queen-s-1982-11-23
