QuizTitle,QuestionText,EditorialDifficulty,Source
Queen Quiz: Easy (Part 2),Which Queen song has the title of a radio broadcast sound?,Easy,https://www.queenonline.com/news/royal-mail-issued-queen-stamps-now-on-general-sale
Queen Quiz: Easy (Part 2),In which city did Queen play a major 1986 concert behind the Iron Curtain?,Easy,QueenZone.Modern/data/queen_history_events.csv
Queen Quiz: Easy (Part 2),Which Queen album contains 'Killer Queen'?,Easy,https://www.queenonline.com/news/royal-mail-issued-queen-stamps-now-on-general-sale
Queen Quiz: Easy (Part 2),Which Queen song shares its title with the band's 1991 studio album?,Easy,https://store.queenonline.com/
Queen Quiz: Easy (Part 2),"Which Queen album was released in 1995, after Freddie Mercury's death?",Easy,https://store.queenonline.com/
Queen Quiz: Easy (Part 2),Which Queen album was released in 1986?,Easy,https://store.queenonline.com/
Queen Quiz: Easy (Part 2),Which Queen album was released in 1980 and included 'Another One Bites the Dust'?,Easy,https://www.queenonline.com/news/royal-mail-issued-queen-stamps-now-on-general-sale
Queen Quiz: Easy (Part 2),Which Queen member was nicknamed 'Deaks'?,Easy,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Easy (Part 2),Which science-fiction film did Queen score in 1980?,Easy,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Easy (Part 2),Who played bass in Queen's classic line-up?,Easy,https://www.queenonline.com/john_deacon
Queen Quiz: Easy (Part 2),In which decade did Queen release their debut album?,Easy,https://store.queenonline.com/
Queen Quiz: Easy (Part 2),Which 1986 English venue hosted Freddie Mercury's final Queen concert?,Easy,QueenZone.Modern/data/queen_history_events.csv
Queen Quiz: Easy (Part 2),Who played drums in Queen's classic line-up?,Easy,https://www.queenonline.com/roger_taylor
Queen Quiz: Easy (Part 2),Who was Smile's singer and bassist before Freddie Mercury joined May and Taylor?,Easy,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Easy (Part 2),Which Queen album contains 'Bohemian Rhapsody'?,Easy,https://www.queenonline.com/news/out-today-bohemian-rhapsody-50th-anniversary-vinyl-reissues
Queen Quiz: Easy (Part 2),At which London park did Queen give a free concert in 1976?,Easy,QueenZone.Modern/data/queen_history_events.csv
Queen Quiz: Easy (Part 2),Which Queen member built the guitar known as the Red Special?,Easy,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Easy (Part 2),Which Queen album contains 'We Will Rock You'?,Easy,https://www.queenonline.com/news/royal-mail-issued-queen-stamps-now-on-general-sale
Queen Quiz: Easy (Part 2),At which 1985 benefit concert did Queen give a celebrated set?,Easy,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Medium (Part 1),Which Queen album contains 'Who Wants to Live Forever'?,Medium,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Medium (Part 1),In what year was Queen's final show with Freddie Mercury at Knebworth?,Medium,QueenZone.Modern/data/queen_history_events.csv
Queen Quiz: Medium (Part 1),Which Queen album contains 'The March of the Black Queen'?,Medium,https://www.queenonline.com/news/press-release-queen-greatest-hits-in-japan
Queen Quiz: Medium (Part 1),Which Queen album contains 'Bicycle Race'?,Medium,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Medium (Part 1),Which Queen album contains 'Spread Your Wings'?,Medium,https://www.queenonline.com/news/press-release-queen-greatest-hits-in-japan
Queen Quiz: Medium (Part 1),In what year was Sheer Heart Attack released?,Medium,https://store.queenonline.com/
Queen Quiz: Medium (Part 1),Which Queen album contains 'Friends Will Be Friends'?,Medium,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Medium (Part 1),In what year was Jazz released?,Medium,https://store.queenonline.com/
Queen Quiz: Medium (Part 1),Which Queen album contains 'It's a Hard Life'?,Medium,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Medium (Part 1),In what year was Queen II released?,Medium,https://store.queenonline.com/
Queen Quiz: Medium (Part 1),Which Queen album contains 'Play the Game'?,Medium,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Medium (Part 1),Which Queen album contains 'Hammer to Fall'?,Medium,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Medium (Part 1),Which Queen album contains 'You're My Best Friend'?,Medium,https://www.queenonline.com/news/out-today-bohemian-rhapsody-50th-anniversary-vinyl-reissues
Queen Quiz: Medium (Part 1),In what year was A Day at the Races released?,Medium,https://store.queenonline.com/
Queen Quiz: Medium (Part 1),In what year did Queen play their famous Budapest show?,Medium,QueenZone.Modern/data/queen_history_events.csv
Queen Quiz: Medium (Part 1),Which Queen album contains 'I Want to Break Free'?,Medium,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Medium (Part 1),Which Queen album contains 'One Vision'?,Medium,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Medium (Part 1),Which Queen album contains 'Keep Yourself Alive'?,Medium,https://www.queenonline.com/news/press-release-queen-greatest-hits-in-japan
Queen Quiz: Medium (Part 1),In what year was Innuendo released?,Medium,https://store.queenonline.com/
Queen Quiz: Medium (Part 1),Which Queen album contains 'I Want It All'?,Medium,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Medium (Part 1),In what year was Made in Heaven released?,Medium,https://store.queenonline.com/
Queen Quiz: Medium (Part 1),Which Queen album contains 'These Are the Days of Our Lives'?,Medium,https://www.queenonline.com/news/royal-mail-issued-queen-stamps-now-on-general-sale
Queen Quiz: Medium (Part 1),In what year was A Kind of Magic released?,Medium,https://store.queenonline.com/
Queen Quiz: Medium (Part 1),Which Queen album contains 'The Invisible Man'?,Medium,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Medium (Part 1),In what year was 'Radio Ga Ga' released as a single?,Medium,QueenZone.Modern/data/queen_history_events.csv
Queen Quiz: Medium (Part 2),In what year was 'Under Pressure' released as a single?,Medium,QueenZone.Modern/data/queen_history_events.csv
Queen Quiz: Medium (Part 2),Which Queen album contains 'Body Language'?,Medium,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Medium (Part 2),Which Queen album contains 'Teo Torriatte (Let Us Cling Together)'?,Medium,https://www.queenonline.com/news/press-release-queen-greatest-hits-in-japan
Queen Quiz: Medium (Part 2),In what year was the Freddie Mercury Tribute Concert held?,Medium,QueenZone.Modern/data/queen_history_events.csv
Queen Quiz: Medium (Part 2),Which Queen album contains 'Under Pressure'?,Medium,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Medium (Part 2),In what year was 'Another One Bites the Dust' released as a single?,Medium,QueenZone.Modern/data/queen_history_events.csv
Queen Quiz: Medium (Part 2),Which Queen album contains 'Heaven for Everyone'?,Medium,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Medium (Part 2),Which Queen album contains 'Headlong'?,Medium,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Medium (Part 2),In what year was 'Innuendo' released as a single?,Medium,QueenZone.Modern/data/queen_history_events.csv
Queen Quiz: Medium (Part 2),Which Queen album contains 'Good Old-Fashioned Lover Boy'?,Medium,https://www.queenonline.com/news/press-release-queen-greatest-hits-in-japan
Queen Quiz: Medium (Part 2),In what year was The Miracle released?,Medium,https://store.queenonline.com/
Queen Quiz: Medium (Part 2),Which Queen album contains 'Save Me'?,Medium,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Medium (Part 2),In what year was 'Killer Queen' released as a single?,Medium,QueenZone.Modern/data/queen_history_events.csv
Queen Quiz: Medium (Part 2),In what year was The Game released?,Medium,https://store.queenonline.com/
Queen Quiz: Medium (Part 2),In what year was A Night at the Opera released?,Medium,https://store.queenonline.com/
Queen Quiz: Medium (Part 2),Which Queen album contains 'Fat Bottomed Girls'?,Medium,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Medium (Part 2),Which Queen album contains 'I'm Going Slightly Mad'?,Medium,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Medium (Part 2),Which Queen album contains 'Breakthru'?,Medium,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Medium (Part 2),In what year was Hot Space released?,Medium,https://store.queenonline.com/
Queen Quiz: Medium (Part 2),In what year was Queen's free Hyde Park concert?,Medium,QueenZone.Modern/data/queen_history_events.csv
Queen Quiz: Medium (Part 2),In what year did Queen perform at Live Aid?,Medium,QueenZone.Modern/data/queen_history_events.csv
Queen Quiz: Medium (Part 2),In what year was News of the World released?,Medium,https://store.queenonline.com/
Queen Quiz: Medium (Part 2),In what year was 'Bohemian Rhapsody' first released as a single?,Medium,QueenZone.Modern/data/queen_history_events.csv
Queen Quiz: Medium (Part 2),In what year was Queen's debut album released?,Medium,https://store.queenonline.com/
Queen Quiz: Medium (Part 2),In what year was The Works released?,Medium,https://store.queenonline.com/
Queen Quiz: Hard (Part 1),Which Queen album contains 'My Melancholy Blues'?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 1),Which song was intended for Sheer Heart Attack but appeared on News of the World?,Hard,https://www.queenonline.com/news/sheer-heart-attack50-years-on
Queen Quiz: Hard (Part 1),Which Queen album contains 'Great King Rat'?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 1),Which Queen album contains 'Flick of the Wrist'?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 1),"Which Queen album contains 'All Dead, All Dead'?",Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 1),What was The Opposition briefly renamed in 1966?,Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Hard (Part 1),At which art college did Freddie Mercury study graphic design?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 1),Which Queen album contains 'Ogre Battle'?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 1),Which Queen album contains 'Brighton Rock'?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 1),What later name did The Opposition use while John Deacon was still a member?,Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Hard (Part 1),"Which Queen member grew up in Oadby, near Leicester?",Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Hard (Part 1),Which Queen album contains 'Dragon Attack'?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 1),What was the name of Freddie Mercury's Liverpool band before Queen?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 1),Which early Queen bassist had previously sung and played bass in Smile?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 1),Which Queen album contains 'The Millionaire Waltz'?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 1),Which Queen album contains 'White Queen (As It Began)'?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 1),Which Queen album contains 'Tie Your Mother Down'?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 1),Which Queen album contains 'Sail Away Sweet Sister'?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 1),Which Queen album contains 'The Prophet's Song'?,Hard,https://www.queenonline.com/news/out-today-bohemian-rhapsody-50th-anniversary-vinyl-reissues
Queen Quiz: Hard (Part 1),Which producer worked with Queen on A Night at the Opera?,Hard,https://www.queenonline.com/news/out-today-bohemian-rhapsody-50th-anniversary-vinyl-reissues
Queen Quiz: Hard (Part 1),Which guitarist jammed with Brian May for the Star Fleet Project?,Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Hard (Part 1),Which Queen album contains 'Good Company'?,Hard,https://www.queenonline.com/news/out-today-bohemian-rhapsody-50th-anniversary-vinyl-reissues
Queen Quiz: Hard (Part 1),At which venue did Queen end their 1986 Magic Tour?,Hard,QueenZone.Modern/data/queen_history_events.csv
Queen Quiz: Hard (Part 1),In which Cornish town did Roger Taylor grow up?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 1),Which Queen album is the soundtrack to the 1980 Flash Gordon film?,Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Hard (Part 2),Which Queen album contains 'Dreamers Ball'?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 2),What old household object supplied wood for the Red Special's neck?,Hard,https://brianmay.com/brian-news/brian-features/2002/11/desert-island-discs-transcript-bbc-radio-4/
Queen Quiz: Hard (Part 2),Which Queen album contains 'Father to Son'?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 2),What was the name of John Deacon's school-age band in Oadby?,Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Hard (Part 2),Which Queen album contains 'Liar'?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 2),Which Queen album contains 'Drowse'?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 2),At which London college did Brian May study physics and astronomy?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 2),Which Queen album contains 'Back Chat'?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 2),Which Queen album contains 'Stone Cold Crazy'?,Hard,https://www.queenonline.com/news/sheer-heart-attack50-years-on
Queen Quiz: Hard (Part 2),Which Queen song was the first credited to all four band members?,Hard,https://www.queenonline.com/news/sheer-heart-attack50-years-on
Queen Quiz: Hard (Part 2),Which 1927 silent film supplied footage for the 'Radio Ga Ga' video?,Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Hard (Part 2),What was Brian May's pre-Smile band called?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 2),Which Queen member was born in King's Lynn?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 2),What instrument did Brian May build with his father?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 2),Which Queen album contains 'Mustapha'?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 2),What nickname is given to John Deacon's small custom amplifier?,Hard,https://www.queenonline.com/john_deacon
Queen Quiz: Hard (Part 2),Which Queen touring keyboardist first approached them about Live Aid?,Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Hard (Part 2),Which Welsh studio was among the locations used for A Night at the Opera?,Hard,https://www.queenonline.com/news/out-today-bohemian-rhapsody-50th-anniversary-vinyl-reissues
Queen Quiz: Hard (Part 2),Which Queen album contains 'Tenement Funster'?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 2),Which Queen album contains 'I'm in Love with My Car'?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 2),Which Queen album contains ''39'?,Hard,https://www.queenonline.com/news/press-release-queen-greatest-hits-in-japan
Queen Quiz: Hard (Part 2),Who directed the silent film whose footage appears in the 'Radio Ga Ga' video?,Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Hard (Part 2),Which Queen album contains 'Death on Two Legs'?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 2),Who sang with Freddie Mercury on the album Barcelona?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Hard (Part 2),Which Queen album contains 'My Fairy King'?,Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Very Hard (Part 1),Which future Queen member was in the Liverpool group Ibex?,Very Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Very Hard (Part 1),In which month of 1969 did John Deacon play his final concert with The Art?,Very Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Very Hard (Part 1),Which REO Speedwagon drummer joined Brian May and Eddie Van Halen on the Star Fleet Project?,Very Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Very Hard (Part 1),What name did The Opposition briefly adopt after returning to their original name?,Very Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Very Hard (Part 1),Which Deep Purple performance did John Deacon and his friends see at the Royal Albert Hall?,Very Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Very Hard (Part 1),Who was replaced on bass in The Opposition when John Deacon switched instruments?,Very Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Very Hard (Part 1),Which film producer negotiated use of Metropolis footage in exchange for a Queen song?,Very Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Very Hard (Part 1),Which Sex Pistols member reportedly exchanged barbs with Freddie Mercury at a recording studio?,Very Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Very Hard (Part 1),Which Milton Keynes venue hosted a relocated Queen concert in 1982?,Very Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Very Hard (Part 1),Which Queen member's early band was also called The New Opposition for a time?,Very Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Very Hard (Part 1),How many purple-vinyl 'Bohemian Rhapsody' singles did EMI press in 1978 for its Queen's Award to Industry?,Very Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Very Hard (Part 1),Which future Queen member had a band called 1984?,Very Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Very Hard (Part 1),What field of astronomy did Brian May research at Imperial College?,Very Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Very Hard (Part 1),Which photographer created the cover image for Queen II?,Very Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Very Hard (Part 1),Which school did Brian May attend as a teenager?,Very Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Very Hard (Part 1),"Before switching to bass in The Opposition, which instrument did John Deacon play?",Very Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Very Hard (Part 1),Which David Bowie performance at the 1992 Freddie Mercury Tribute Concert reunited Spiders from Mars and Mott the Hoople players?,Very Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Very Hard (Part 1),Who designed Queen's crest using the members' zodiac signs?,Very Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Very Hard (Part 1),What was recycled for springs in the Red Special's tremolo unit?,Very Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Very Hard (Part 1),Who played drums in John Deacon's early band The Opposition?,Very Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Very Hard (Part 1),Which former Opposition member kept a diary of the band's early gigs?,Very Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Very Hard (Part 1),Which Queen touring keyboardist also played trombone with the Boomtown Rats?,Very Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Very Hard (Part 1),At which college did John Deacon audition for Queen?,Very Hard,https://www.queenonline.com/john_deacon
Queen Quiz: Very Hard (Part 1),Which Queen song did John Deacon begin learning at his audition?,Very Hard,https://www.queenonline.com/john_deacon
Queen Quiz: Very Hard (Part 1),Which Leeds football stadium hosted a relocated Queen concert during the 1982 tour?,Very Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Very Hard (Part 2),Which course took John Deacon from Leicester to Chelsea College?,Very Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Very Hard (Part 2),Which Queen video reused the head-and-shoulders arrangement from the 'Bohemian Rhapsody' clip?,Very Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Very Hard (Part 2),Which Queen member made the 1983 Star Fleet Project record?,Very Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Very Hard (Part 2),What colour was EMI's 1978 commemorative pressing of 'Bohemian Rhapsody'?,Very Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Very Hard (Part 2),What was the title of Smile's single backed with 'Step on Me'?,Very Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Very Hard (Part 2),Who wrote Smile's song 'Earth'?,Very Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Very Hard (Part 2),Which producer approached Queen to score Flash Gordon?,Very Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Very Hard (Part 2),What kind of guitar did Brian May receive for his seventh birthday?,Very Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Very Hard (Part 2),Which band did Queen support at Leeds Town Hall on 12 November 1973?,Very Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Very Hard (Part 2),What subject did Brian May study at Imperial College?,Very Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Very Hard (Part 2),Which instrument did John Deacon bring to his Queen audition alongside a custom amplifier?,Very Hard,https://www.queenonline.com/john_deacon
