QuizTitle,QuestionText,EditorialDifficulty,Source
Queen Quiz: Encore (Part 1),Which track closes the original Happiness? (Roger Taylor) album?,Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Happiness? (Roger Taylor) track list"
Queen Quiz: Encore (Part 1),Who wrote the Queen album track 'Teo Torriatte (Let Us Cling Together)'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; Teo Torriatte (Let Us Cling Together)"
Queen Quiz: Encore (Part 1),Which John Lennon song appears on Roger Taylor's 'Electric Fire'?,Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums"
Queen Quiz: Encore (Part 1),Which previously unreleased Miracle-era song was listed alongside 'Face It Alone' in the 2022 box set?,Hard,https://www.queenonline.com/news/watch-queen-release-newly-created-video-for-face-it-alone
Queen Quiz: Encore (Part 1),"On the original Jazz track list, what comes immediately after 'In Only Seven Days'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; Jazz track list"
Queen Quiz: Encore (Part 1),"On the original Happiness? (Roger Taylor) track list, what comes immediately after 'Foreign Sand'?",Very Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Happiness? (Roger Taylor) track list"
Queen Quiz: Encore (Part 1),"On the original Electric Fire (Roger Taylor) track list, what comes immediately after 'Working Class Hero'?",Very Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Electric Fire (Roger Taylor) track list"
Queen Quiz: Encore (Part 1),"On the original Another World (Brian May) track list, what comes immediately after 'Business'?",Very Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Another World (Brian May) track list"
Queen Quiz: Encore (Part 1),"On the original Back to the Light (Brian May) track list, what comes immediately after 'Love Token'?",Very Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Back to the Light (Brian May) track list"
Queen Quiz: Encore (Part 2),Which Queen studio album has both 'Radio Ga Ga' and 'Tear It Up' on its original track list?,Easy,"Queen: Complete Works (user-supplied text), Part One: The Albums; The Works track list"
Queen Quiz: Encore (Part 2),Which Queen studio album has both 'Doing All Right' and 'Great King Rat' on its original track list?,Easy,"Queen: Complete Works (user-supplied text), Part One: The Albums; Queen track list"
Queen Quiz: Encore (Part 2),On which Queen studio album is 'Innuendo' found in the original track list?,Easy,"Queen: Complete Works (user-supplied text), Part One: The Albums; Innuendo track list"
Queen Quiz: Encore (Part 2),On which Queen studio album is 'All God's People' found in the original track list?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; Innuendo track list"
Queen Quiz: Encore (Part 2),"Which Queen studio album has both 'Get Down, Make Love' and 'Sleeping on the Sidewalk' on its original track list?",Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; News of the World track list"
Queen Quiz: Encore (Part 2),"On the original The Miracle track list, what comes immediately after 'I Want It All'?",Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; The Miracle track list"
Queen Quiz: Encore (Part 2),Which Queen studio album has both 'Modern Times Rock 'n' Roll' and 'Son and Daughter' on its original track list?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; Queen track list"
Queen Quiz: Encore (Part 2),On which Queen studio album is 'Don't Lose Your Head' found in the original track list?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; A Kind of Magic track list"
Queen Quiz: Encore (Part 2),Which organisation's COVID-19 response fund benefited from 'You Are the Champions'?,Medium,https://www.queenonline.com/news/queen-the-greatest-queen-adam-lambert-the-first-gig-episode-46; https://www.queenonline.com/news/out-now-queen-adam-lambert-live-around-the-world; https://www.queenonline.com/news/press-release-queen-adam-lambert-release-you-are-the-champions-for-the-world-health-organization
Queen Quiz: Encore (Part 2),Who wrote the Queen album track 'Don't Stop Me Now'?,Medium,"Queen: Complete Works (user-supplied text), Part Three: The Songs; Don't Stop Me Now"
Queen Quiz: Encore (Part 2),"On the original The Miracle track list, what comes immediately after 'The Invisible Man'?",Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; The Miracle track list"
Queen Quiz: Encore (Part 2),Who sang 'Radio Ga Ga' with Queen at the 1992 tribute concert?,Medium,https://www.queenonline.com/news/press-release-the-freddie-mercury-tribute-concert-the-definitive-edition
Queen Quiz: Encore (Part 2),Which track opens the original Barcelona (Freddie Mercury and Montserrat Caballé) album?,Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Barcelona (Freddie Mercury and Montserrat Caballé) track list"
Queen Quiz: Encore (Part 2),"On the original Queen II track list, what comes immediately after 'Ogre Battle'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; Queen II track list"
Queen Quiz: Encore (Part 2),"On the original A Night at the Opera track list, what comes immediately before 'Sweet Lady'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; A Night at the Opera track list"
Queen Quiz: Encore (Part 2),Which Queen studio album has both 'Bijou' and 'The Show Must Go On' on its original track list?,Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; Innuendo track list"
Queen Quiz: Encore (Part 2),Who sang Queen's '39' at the 1992 tribute concert?,Hard,https://www.queenonline.com/news/press-release-the-freddie-mercury-tribute-concert-the-definitive-edition
Queen Quiz: Encore (Part 2),"On the original A Night at the Opera track list, what comes immediately before 'You're My Best Friend'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; A Night at the Opera track list"
Queen Quiz: Encore (Part 2),"On the original The Works track list, what comes immediately after 'Hammer to Fall'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; The Works track list"
Queen Quiz: Encore (Part 2),"On the original Jazz track list, what comes immediately before 'Fat Bottomed Girls'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; Jazz track list"
Queen Quiz: Encore (Part 2),"On the original Jazz track list, what comes immediately before 'Let Me Entertain You'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; Jazz track list"
Queen Quiz: Encore (Part 2),Which The Game track sits between 'Crazy Little Thing Called Love' and 'Don't Try Suicide'?,Very Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; The Game track list"
Queen Quiz: Encore (Part 2),"On the original Another World (Brian May) track list, what comes immediately after 'China Belle'?",Very Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Another World (Brian May) track list"
Queen Quiz: Encore (Part 2),Which Queen track sits between 'Liar' and 'Modern Times Rock 'n' Roll'?,Very Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; Queen track list"
Queen Quiz: Encore (Part 2),"On the original Back to the Light (Brian May) track list, what comes immediately after 'Back to the Light'?",Very Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Back to the Light (Brian May) track list"
Queen Quiz: Encore (Part 3),On which Queen studio album is 'Procession' found in the original track list?,Easy,"Queen: Complete Works (user-supplied text), Part One: The Albums; Queen II track list"
Queen Quiz: Encore (Part 3),On which Queen studio album is 'Lazing on a Sunday Afternoon' found in the original track list?,Easy,"Queen: Complete Works (user-supplied text), Part One: The Albums; A Night at the Opera track list"
Queen Quiz: Encore (Part 3),Which track closes the original Queen II album?,Easy,"Queen: Complete Works (user-supplied text), Part One: The Albums; Queen II track list"
Queen Quiz: Encore (Part 3),Which Queen studio album has both 'Don't Try Suicide' and 'Sail Away Sweet Sister' on its original track list?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; The Game track list"
Queen Quiz: Encore (Part 3),"On the original News of the World track list, what comes immediately after 'Sheer Heart Attack'?",Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; News of the World track list"
Queen Quiz: Encore (Part 3),"On the original Hot Space track list, what comes immediately after 'Back Chat'?",Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; Hot Space track list"
Queen Quiz: Encore (Part 3),On which Queen studio album is 'Life Is Real (Song for Lennon)' found in the original track list?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; Hot Space track list"
Queen Quiz: Encore (Part 3),How old was John Deacon when he joined Queen?,Medium,https://www.queenonline.com/john_deacon
Queen Quiz: Encore (Part 3),"On the original The Works track list, what comes immediately after 'Tear It Up'?",Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; The Works track list"
Queen Quiz: Encore (Part 3),On which Queen studio album is 'In Only Seven Days' found in the original track list?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; Jazz track list"
Queen Quiz: Encore (Part 3),Which track opens the original Jazz album?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; Jazz track list"
Queen Quiz: Encore (Part 3),Which Queen studio album has both 'Crazy Little Thing Called Love' and 'Rock It (Prime Jive)' on its original track list?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; The Game track list"
Queen Quiz: Encore (Part 3),Which track closes the original Electric Fire (Roger Taylor) album?,Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Electric Fire (Roger Taylor) track list"
Queen Quiz: Encore (Part 3),Who sang with Queen at John Deacon's final stage appearance in 1997?,Hard,https://www.queenonline.com/john_deacon
Queen Quiz: Encore (Part 3),Who wrote the Queen album track 'White Man'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; White Man"
Queen Quiz: Encore (Part 3),"On the original A Day at the Races track list, what comes immediately after 'Somebody to Love'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; A Day at the Races track list"
Queen Quiz: Encore (Part 3),"On the original The Game track list, what comes immediately before 'Sail Away Sweet Sister'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; The Game track list"
Queen Quiz: Encore (Part 3),Which Queen studio album has both 'Calling All Girls' and 'Las Palabras de Amor (The Words of Love)' on its original track list?,Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; Hot Space track list"
Queen Quiz: Encore (Part 3),Who wrote the Queen album track 'The March of the Black Queen'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; The March of the Black Queen"
Queen Quiz: Encore (Part 3),Who wrote the Queen album track 'Liar'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; Liar"
Queen Quiz: Encore (Part 3),Who wrote the Queen album track 'Who Needs You'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; Who Needs You"
Queen Quiz: Encore (Part 3),Which Hot Space track sits between 'Life Is Real (Song for Lennon)' and 'Las Palabras de Amor (The Words of Love)'?,Very Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; Hot Space track list"
Queen Quiz: Encore (Part 3),"On the original Barcelona (Freddie Mercury and Montserrat Caballé) track list, what comes immediately after 'Ensueño'?",Very Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Barcelona (Freddie Mercury and Montserrat Caballé) track list"
Queen Quiz: Encore (Part 3),"Which News of the World track sits between 'Get Down, Make Love' and 'Who Needs You'?",Very Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; News of the World track list"
Queen Quiz: Encore (Part 3),Which A Day at the Races track sits between 'You and I' and 'White Man'?,Very Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; A Day at the Races track list"
Queen Quiz: Encore (Part 4),Which Queen studio album has both 'Headlong' and 'I Can't Live with You' on its original track list?,Easy,"Queen: Complete Works (user-supplied text), Part One: The Albums; Innuendo track list"
Queen Quiz: Encore (Part 4),Who is Brian May's wife named in Queen's official biography?,Easy,https://www.queenonline.com/brian_may
Queen Quiz: Encore (Part 4),Which Queen studio album has both 'I'm Going Slightly Mad' and 'Headlong' on its original track list?,Easy,"Queen: Complete Works (user-supplied text), Part One: The Albums; Innuendo track list"
Queen Quiz: Encore (Part 4),On which Queen studio album is 'Is This the World We Created...?' found in the original track list?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; The Works track list"
Queen Quiz: Encore (Part 4),Which band opened the Freddie Mercury Tribute Concert with 'Enter Sandman'?,Medium,https://www.queenonline.com/news/press-release-the-freddie-mercury-tribute-concert-the-definitive-edition
Queen Quiz: Encore (Part 4),"On the original A Day at the Races track list, what comes immediately after 'You and I'?",Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; A Day at the Races track list"
Queen Quiz: Encore (Part 4),Which Freddie solo song was revisited as a Queen ballad for 'Queen Forever'?,Medium,https://www.queenonline.com/news/press-release-new-single-face-it-alone-out-now
Queen Quiz: Encore (Part 4),On which Queen studio album is 'Crazy Little Thing Called Love' found in the original track list?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; The Game track list"
Queen Quiz: Encore (Part 4),"On the original News of the World track list, what comes immediately after 'Spread Your Wings'?",Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; News of the World track list"
Queen Quiz: Encore (Part 4),Which track opens the original A Day at the Races album?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; A Day at the Races track list"
Queen Quiz: Encore (Part 4),"On the original A Day at the Races track list, what comes immediately after 'You Take My Breath Away'?",Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; A Day at the Races track list"
Queen Quiz: Encore (Part 4),Which Queen studio album has both 'Breakthru' and 'Rain Must Fall' on its original track list?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; The Miracle track list"
Queen Quiz: Encore (Part 4),Which Brian May solo song opens with the short instrumental 'The Dark' on its parent album?,Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums"
Queen Quiz: Encore (Part 4),"On the original A Day at the Races track list, what comes immediately after 'White Man'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; A Day at the Races track list"
Queen Quiz: Encore (Part 4),"On the original Queen II track list, what comes immediately after 'Nevermore'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; Queen II track list"
Queen Quiz: Encore (Part 4),"On the original Queen II track list, what comes immediately after 'The March of the Black Queen'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; Queen II track list"
Queen Quiz: Encore (Part 4),Who provided keyboards and arrangements for Freddie Mercury's 'Barcelona' album?,Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums"
Queen Quiz: Encore (Part 4),Who wrote the Queen album track 'Tenement Funster'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; Tenement Funster"
Queen Quiz: Encore (Part 4),"On the original A Day at the Races track list, what comes immediately before 'Good Old-Fashioned Lover Boy'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; A Day at the Races track list"
Queen Quiz: Encore (Part 4),In which city did Roger Taylor's 2021 Outsider tour begin?,Hard,https://www.queenonline.com/roger_taylor
Queen Quiz: Encore (Part 4),Who wrote the Queen album track 'Need Your Loving Tonight'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; Need Your Loving Tonight"
Queen Quiz: Encore (Part 4),Which Japanese musician worked on Roger Taylor's 'Foreign Sand'?,Very Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums"
Queen Quiz: Encore (Part 4),Which Fun in Space (Roger Taylor) track sits between 'My Country I & II' and 'Magic Is Loose'?,Very Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Fun in Space (Roger Taylor) track list"
Queen Quiz: Encore (Part 4),"On the original Back to the Light (Brian May) track list, what comes immediately before 'Rollin' Over'?",Very Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Back to the Light (Brian May) track list"
Queen Quiz: Encore (Part 4),"On the original Fun in Space (Roger Taylor) track list, what comes immediately before 'Interlude in Constantinople'?",Very Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Fun in Space (Roger Taylor) track list"
Queen Quiz: Encore (Part 5),In which year did Queen release the rediscovered Freddie vocal 'Face It Alone'?,Easy,https://www.queenonline.com/news/watch-queen-release-newly-created-video-for-face-it-alone
Queen Quiz: Encore (Part 5),Which singer made a Queen album with Brian May and Roger Taylor titled 'The Cosmos Rocks'?,Easy,https://www.queenonline.com/brian_may; https://www.queenonline.com/news/sir-brian-harold-may
Queen Quiz: Encore (Part 5),On which Queen studio album is 'Doing All Right' found in the original track list?,Easy,"Queen: Complete Works (user-supplied text), Part One: The Albums; Queen track list"
Queen Quiz: Encore (Part 5),Which Queen studio album has both ''39' and 'Sweet Lady' on its original track list?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; A Night at the Opera track list"
Queen Quiz: Encore (Part 5),Which 2022 Queen box set included 'Face It Alone' and other session discoveries?,Medium,https://www.queenonline.com/news/watch-queen-release-newly-created-video-for-face-it-alone
Queen Quiz: Encore (Part 5),Which Queen studio album has both 'Put Out the Fire' and 'Life Is Real (Song for Lennon)' on its original track list?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; Hot Space track list"
Queen Quiz: Encore (Part 5),At which 2020 Australian benefit did Queen + Adam Lambert recreate the Live Aid set?,Medium,https://www.queenonline.com/news/queen-the-greatest-queen-adam-lambert-the-first-gig-episode-46; https://www.queenonline.com/news/out-now-queen-adam-lambert-live-around-the-world; https://www.queenonline.com/news/press-release-queen-adam-lambert-release-you-are-the-champions-for-the-world-health-organization
Queen Quiz: Encore (Part 5),On which Queen studio album is 'Bring Back That Leroy Brown' found in the original track list?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; Sheer Heart Attack track list"
Queen Quiz: Encore (Part 5),Which Queen studio album has both 'The Night Comes Down' and 'Modern Times Rock 'n' Roll' on its original track list?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; Queen track list"
Queen Quiz: Encore (Part 5),On which Queen studio album is 'White Man' found in the original track list?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; A Day at the Races track list"
Queen Quiz: Encore (Part 5),Which track closes the original Sheer Heart Attack album?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; Sheer Heart Attack track list"
Queen Quiz: Encore (Part 5),Which track closes the original Fun in Space (Roger Taylor) album?,Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Fun in Space (Roger Taylor) track list"
Queen Quiz: Encore (Part 5),Which guitarist's 1998 album includes the song 'The Guv'nor'?,Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums"
Queen Quiz: Encore (Part 5),"On the original Hot Space track list, what comes immediately after 'Calling All Girls'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; Hot Space track list"
Queen Quiz: Encore (Part 5),Who wrote the Queen album track 'Fun It'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; Fun It"
Queen Quiz: Encore (Part 5),Which Queen studio album has both 'Don't Stop Me Now' and 'More of That Jazz' on its original track list?,Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; Jazz track list"
Queen Quiz: Encore (Part 5),"On the original Hot Space track list, what comes immediately after 'Put Out the Fire'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; Hot Space track list"
Queen Quiz: Encore (Part 5),"On the original The Game track list, what comes immediately before 'Rock It (Prime Jive)'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; The Game track list"
Queen Quiz: Encore (Part 5),On what date did John Deacon formally become Queen's fourth member?,Hard,https://www.queenonline.com/john_deacon
Queen Quiz: Encore (Part 5),Who wrote the Queen album track 'Sheer Heart Attack'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; Sheer Heart Attack"
Queen Quiz: Encore (Part 5),"On the original Queen II track list, what comes immediately before 'Ogre Battle'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; Queen II track list"
Queen Quiz: Encore (Part 5),"On the original Strange Frontier (Roger Taylor) track list, what comes immediately after 'Beautiful Dreams'?",Very Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Strange Frontier (Roger Taylor) track list"
Queen Quiz: Encore (Part 5),"On the original Electric Fire (Roger Taylor) track list, what comes immediately after 'A Nation of Haircuts'?",Very Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Electric Fire (Roger Taylor) track list"
Queen Quiz: Encore (Part 5),"On the original Back to the Light (Brian May) track list, what comes immediately after 'Just One Life'?",Very Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Back to the Light (Brian May) track list"
Queen Quiz: Encore (Part 5),Which David Richards contribution is credited on Roger Taylor's 'Fun in Space'?,Very Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums"
Queen Quiz: Encore (Part 6),Which Queen studio album has both 'A Kind of Magic' and 'One Year of Love' on its original track list?,Easy,"Queen: Complete Works (user-supplied text), Part One: The Albums; A Kind of Magic track list"
Queen Quiz: Encore (Part 6),On which Queen studio album is 'Khashoggi's Ship' found in the original track list?,Easy,"Queen: Complete Works (user-supplied text), Part One: The Albums; The Miracle track list"
Queen Quiz: Encore (Part 6),Which Queen studio album has both 'Lazing on a Sunday Afternoon' and 'I'm in Love with My Car' on its original track list?,Easy,"Queen: Complete Works (user-supplied text), Part One: The Albums; A Night at the Opera track list"
Queen Quiz: Encore (Part 6),What was Freddie Mercury's mother's first name?,Medium,https://www.queenonline.com/freddie_mercury
Queen Quiz: Encore (Part 6),On which Queen studio album is 'Seaside Rendezvous' found in the original track list?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; A Night at the Opera track list"
Queen Quiz: Encore (Part 6),Which track opens the original The Miracle album?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; The Miracle track list"
Queen Quiz: Encore (Part 6),Which musical did Freddie Mercury record songs for with Dave Clark in 1986?,Medium,https://www.queenonline.com/freddie_mercury
Queen Quiz: Encore (Part 6),In which year did Roger Taylor release the solo album 'Fun on Earth'?,Medium,https://www.queenonline.com/roger_taylor
Queen Quiz: Encore (Part 6),"On the original News of the World track list, what comes immediately after 'All Dead, All Dead'?",Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; News of the World track list"
Queen Quiz: Encore (Part 6),"On the original The Game track list, what comes immediately after 'Dragon Attack'?",Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; The Game track list"
Queen Quiz: Encore (Part 6),Which Queen studio album has both 'Machines (or Back to Humans)' and 'I Want to Break Free' on its original track list?,Medium,"Queen: Complete Works (user-supplied text), Part One: The Albums; The Works track list"
Queen Quiz: Encore (Part 6),"On the original Queen II track list, what comes immediately before 'The Fairy Feller's Master-Stroke'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; Queen II track list"
Queen Quiz: Encore (Part 6),"On the original Sheer Heart Attack track list, what comes immediately after 'She Makes Me (Stormtrooper in Stilettoes)'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; Sheer Heart Attack track list"
Queen Quiz: Encore (Part 6),Which group performed a Queen medley before the main Queen set at the 1992 tribute show?,Hard,https://www.queenonline.com/news/press-release-the-freddie-mercury-tribute-concert-the-definitive-edition
Queen Quiz: Encore (Part 6),Who wrote the Queen album track 'Action This Day'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; Action This Day"
Queen Quiz: Encore (Part 6),Which Brian May solo album contains 'All the Way from Memphis'?,Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums"
Queen Quiz: Encore (Part 6),Who wrote the Queen album track 'The Loser in the End'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; The Loser in the End"
Queen Quiz: Encore (Part 6),"On the original Hot Space track list, what comes immediately before 'Action This Day'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; Hot Space track list"
Queen Quiz: Encore (Part 6),"On the original Queen track list, what comes immediately before 'Modern Times Rock 'n' Roll'?",Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; Queen track list"
Queen Quiz: Encore (Part 6),Which track closes the original Another World (Brian May) album?,Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Another World (Brian May) track list"
Queen Quiz: Encore (Part 6),Which 1994 Roger Taylor album closes with 'Old Friends'?,Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums"
Queen Quiz: Encore (Part 6),"On the original Barcelona (Freddie Mercury and Montserrat Caballé) track list, what comes immediately before 'Ensueño'?",Very Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Barcelona (Freddie Mercury and Montserrat Caballé) track list"
Queen Quiz: Encore (Part 6),"On the original Fun in Space (Roger Taylor) track list, what comes immediately before 'Magic Is Loose'?",Very Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Fun in Space (Roger Taylor) track list"
Queen Quiz: Encore (Part 6),Which The Miracle track sits between 'The Invisible Man' and 'Rain Must Fall'?,Very Hard,"Queen: Complete Works (user-supplied text), Part One: The Albums; The Miracle track list"
Queen Quiz: Encore (Part 6),"On the original Another World (Brian May) track list, what comes immediately after 'On My Way Up'?",Very Hard,"Queen: Complete Works (user-supplied text), Part One: B. Solo Albums; Another World (Brian May) track list"
