QuizTitle,QuestionText,EditorialDifficulty,Source
Highlander: The Movie,Who plays Juan Sánchez-Villalobos Ramírez?,Easy,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Who plays the Kurgan?,Easy,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Who plays Brenda Wyatt?,Easy,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,"Who plays Connor's wife, Heather?",Easy,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Who directed Highlander?,Easy,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,In which year was Highlander released?,Easy,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,In which modern city does most of the film take place?,Easy,https://tv.apple.com/us/movie/highlander/umc.cmc.1rzm2hmamse62dzp9zxrg5yjv
Highlander: The Movie,From which part of Scotland does Connor MacLeod come?,Easy,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,In what year is Connor first killed in battle?,Easy,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,How can an immortal be permanently killed?,Easy,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Which phrase describes the immortals' ultimate rule?,Easy,https://tv.apple.com/us/movie/highlander/umc.cmc.1rzm2hmamse62dzp9zxrg5yjv
Highlander: The Movie,What is the final convergence of the remaining immortals called?,Easy,https://tv.apple.com/us/movie/highlander/umc.cmc.1rzm2hmamse62dzp9zxrg5yjv
Highlander: The Movie,What do the immortals call the reward awaiting the last survivor?,Easy,https://tv.apple.com/us/movie/highlander/umc.cmc.1rzm2hmamse62dzp9zxrg5yjv
Highlander: The Movie,Which band supplied the film's songs?,Easy,https://www.queenonline.com/news/a-kind-of-magic-38-years-on
Highlander: The Movie,Which Queen song accompanies the opening credits?,Easy,https://www.queenonline.com/news/a-kind-of-magic-38-years-on
Highlander: The Movie,What kind of beings are Connor and the Kurgan?,Easy,https://tv.apple.com/us/movie/highlander/umc.cmc.1rzm2hmamse62dzp9zxrg5yjv
Highlander: The Movie,Which modern alias does Connor use in New York?,Medium,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,What business does Connor operate in New York?,Medium,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,What is Brenda Wyatt's professional specialty?,Medium,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Which immortal does Connor fight in the opening parking-garage sequence?,Medium,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Beneath which venue does Connor's first modern duel occur?,Medium,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,What type of sword does Ramírez give Connor?,Medium,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,What is Ramírez's first name?,Medium,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,What ultimately causes Heather's death?,Medium,https://www.queenonline.com/news/a-kind-of-magic-38-years-on
Highlander: The Movie,Why is Connor banished from his clan?,Medium,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Who kills Ramírez?,Medium,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Whom does the Kurgan kidnap before the final confrontation?,Medium,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Which fellow immortal is an old friend of Connor in modern New York?,Medium,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Who is Rachel Ellenstein to Connor in the modern era?,Medium,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,During which war does Connor first meet the young Rachel?,Medium,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,At which kind of place are immortals forbidden to fight?,Medium,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Which Queen song underscores Connor's life with Heather and her ageing?,Medium,https://www.queenonline.com/news/a-kind-of-magic-38-years-on
Highlander: The Movie,Which Queen album grew from the band's work on Highlander?,Medium,https://www.queenonline.com/news/a-kind-of-magic-38-years-on
Highlander: The Movie,Who plays Lieutenant Frank Moran?,Hard,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Who plays Detective Walter Bedsoe?,Hard,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Who plays Rachel Ellenstein?,Hard,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Who plays Sunda Kastagir?,Hard,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Who plays Aman Fasil?,Hard,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Who originated the film's story and co-wrote the screenplay?,Hard,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Which two writers revised Gregory Widen's screenplay?,Hard,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Who produced Highlander?,Hard,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Who was the film's director of photography?,Hard,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Who edited the film?,Hard,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Who was the film's production designer?,Hard,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,Who composed and conducted the film's orchestral score?,Hard,https://www.michaelkamen.com/catalogue/highlander
Highlander: The Movie,Which orchestra performed Michael Kamen's score?,Hard,https://www.michaelkamen.com/catalogue/highlander
Highlander: The Movie,Which Brian May song serves as the film's love theme?,Hard,https://www.michaelkamen.com/catalogue/highlander
Highlander: The Movie,What US rating does the AFI Catalog list for Highlander?,Hard,https://catalog.afi.com/Film/57357-HIGHLANDER
Highlander: The Movie,What running time does the AFI Catalog list?,Hard,https://catalog.afi.com/Film/57357-HIGHLANDER
